Title,Employer,Location,Published,Job Type,URL,Description
phd student (f/m/div) energy transfers in the atmosphere,leibniz-institute of atmospheric physics (iap),Germany,Published 4 days ago,PhD,https://academicpositions.com/ad/leibniz-institute-of-atmospheric-physics-iap/2024/phd-student-f-m-div-energy-transfers-in-the-atmosphere/226287,"job advertisement 2024-21 at the leibniz institute of atmospheric physics (iap), the department “modelling of atmospheric processes“ offers a position as phd student (f/m/div) energy transfers in the atmosphere the position is offered for three ye..."
phd student (f/m/div) exploring atmospheric dynamics with maarsy-3d,leibniz-institute of atmospheric physics (iap),Germany,Published 4 days ago,PhD,https://academicpositions.com/ad/leibniz-institute-of-atmospheric-physics-iap/2024/phd-student-f-m-div-exploring-atmospheric-dynamics-with-maarsy-3d/226288,"job advertisement 2024-19at the leibniz institute of atmospheric physics (iap), a part-time position (75%) in the department “radar remote sensing” is available asphd student (f/m/div) exploring atmospheric dynamics with maarsy-3dthe position is i..."
phd student (f/m/div) mesosphere and lower thermosphere dynamics with physics-informed machine learning approaches and simone,leibniz-institute of atmospheric physics (iap),Germany,Published 4 days ago,PhD,https://academicpositions.com/ad/leibniz-institute-of-atmospheric-physics-iap/2024/phd-student-f-m-div-mesosphere-and-lower-thermosphere-dynamics-with-physics-informed-machine-learning-approaches-and-simone/226289,"job advertisement 2024-20at the leibniz institute of atmospheric physics (iap), a part-time position (75%) in the department “radar remote sensing” is available asphd student (f/m/div) mesosphere and lower thermosphere dynamics with physics-inform..."
the ainsworth 4 foundation future leadership fellowship,the westmead institute for medical research,Australia,,,https://www.nature.com/naturecareers/job/12832742/the-ainsworth-4-foundation-future-leadership-fellowship/?LinkSource=PremiumListing,"the westmead institute for medical research (wimr) is offering a unique opportunity for an outstanding early to mid-career researcher with international experience to return to australia and establish an independent research program. this position, titled the ainsworth 4 foundation future leadership fellowship, is supported by a three-year fellowship that provides the resources and platform to drive impactful research within wimr’s translational research framework. this fellowship aligns with wimr’s strategic plan – towards 2030, where precision medicine is a core priority, and is designed to support innovative research with high potential to improve health outcomes."
"faculty positions at the center for machine learning research (cmlr), peking university","center for machine learning research (cmlr), peking university",China,,,https://www.nature.com/naturecareers/job/12831370/faculty-positions-at-the-center-for-machine-learning-research-cmlr-peking-university/?LinkSource=PremiumListing,"the center for machine learning research (cmlr) is a newly founded interdisciplinary research center at peking university. its goal is to advance machine learning-related research across a wide range of disciplines including mathematics, the sciences (physics, chemistry, biology, material science, engineering), and computer science, with an emphasis on the theoretical foundation of machine learning, new algorithms, and ai for science."
phd candidate (m/f/d): spatial metabolomics,leibniz-institut für analytische wissenschaften – isas – e.v.,Germany,,,https://www.nature.com/naturecareers/job/12832448/phd-candidate-m-f-d-spatial-metabolomics/?LinkSource=PremiumListing,"the leibniz-institut für analytische wissenschaften - isas - e. v. develops efficient analytical methods for health research. thus, it contributes to the improvement of the prevention, early diagnosis, and therapy of diseases like cardiovascular diseases, autoimmune diseases or cancer. overall, the institute strives to advance precision medicine by combining knowledge from different fields such as biology, chemistry, pharmacology, physics, and computer science. isas is a member of the leibniz association and is publicly funded by the federal republic of germany and its federal states."
phd candidate (m/f/d): analysis of microscopic biomedical images (ambiom),leibniz-institut für analytische wissenschaften – isas – e.v.,Germany,,,https://www.nature.com/naturecareers/job/12832391/phd-candidate-m-f-d-analysis-of-microscopic-biomedical-images-ambiom-/?LinkSource=PremiumListing,"the leibniz-institut für analytische wissenschaften - isas - e. v. develops efficient analytical methods for health research. thus, it contributes to the improvement of the prevention, early diagnosis, and therapy of diseases like cardiovascular diseases, autoimmune diseases or cancer. overall, the institute strives to advance precision medicine by combining knowledge from different fields such as biology, chemistry, pharmacology, physics, and computer science. isas is a member of the leibniz association and is publicly funded by the federal republic of germany and its federal states. a new project area in the institute is the development of artificial intelligence (ai) software for biomedical image analysis and building tools for ai-based software quality assurance."
head of the translational cancer research laboratory,northwell,United States,,,https://www.nature.com/naturecareers/job/12832246/head-of-the-translational-cancer-research-laboratory/?LinkSource=PremiumListing,northwell health has formed a strategic partnership with the nci-designated cancer center at cold spring harbor laboratory (cshl). the institutions are deeply committed to fostering collaborations to transform basic science discoveries into new therapies.
"doctoral positions at international max planck research school for biology and computation, berlin",max planck institute for molecular genetics (mpi-mg),Germany,,,https://www.nature.com/naturecareers/job/12831996/doctoral-positions-at-international-max-planck-research-school-for-biology-and-computation-berlin/?LinkSource=PremiumListing,"we are looking for outstanding graduates from all over the world and are delighted to provide them with the best possible conditions for their scientific careers. the graduate program imprs for biology and computation (imprs-bac) provides an interdisciplinary education for doctoral candidates at the interface of molecular life sciences and computational sciences. this is based on perspective and supervision from both ends - experimental and computational - and suits graduates with degrees in molecular biology, biochemistry, mathematics, bioinformatics or any related areas. if you have a passion for epigenetics, bioinformatics, developmental biology, mathematics, sequence analysis, gene regulation, rna biology, mechanobiology, protein biochemistry, stem cells and differentiation, statistics, molecular evolution or biophysics and want to work at the max planck institute for molecular genetics or the freie universität berlin - this is the doctoral program for you!"
phd or junior postdoc to investigate molecular mechanisms in the field immune-rejuvenation,sentcell ltd,Italy,,,https://www.nature.com/naturecareers/job/12831845/phd-or-junior-postdoc-to-investigate-molecular-mechanisms-in-the-field-immune-rejuvenation-/?LinkSource=PremiumListing,"in the compelling and unstoppable research in favor of cellular rejuvenation, sentcell ltd is looking for master/phd student or junior postdoc (the latter with felasa certificate) to investigate molecular mechanisms and innovative therapies at basis of t cell and systemic rejuvenation. the studies will be held at our new laboratory located at the toscana life sciences, within the gsk campus, in siena, italy."
phd studentship in analytical chemistry,urban lab at national tsing hua university,Taiwan,,,https://www.nature.com/naturecareers/job/12831721/phd-studentship-in-analytical-chemistry/?LinkSource=PremiumListing,urban lab invites applications for phd studentship in analytical chemistry.
faculty (open rank) - bioengineering and immunoengineering,"university of chicago, pritzker school of molecular engineering",United States,,,https://www.nature.com/naturecareers/job/12831452/faculty-open-rank-bioengineering-and-immunoengineering/?LinkSource=PremiumListing,"the pritzker school of molecular engineering (pme) at the university of chicago invites applications for multiple faculty positions (open rank) in bioengineering and immunoengineering at both the assistant professor and associate/full professor levels. the pme is a unique interdisciplinary school with significant strengths in immunoengineering, quantum engineering, and advanced materials engineering. we are interested in expanding our research themes into new areas in bioengineering and systems biology, broadly defined."
20 phd positions in msca doctoral network natprime: effective delivery of nats via nanocarriers,the university of warwick -natprime,Belgium,,,https://www.nature.com/naturecareers/job/12831083/20-phd-positions-in-msca-doctoral-network-natprime-effective-delivery-of-nats-via-nanocarriers/?LinkSource=PremiumListing,20 fully funded phd positions in msca doctoral network natprime: effective delivery of nucleic acid therapeutics via designed nanocarriers
postdoc and phd positions in computational neuroscience,ghent university - department of information technology - waves,Belgium,,,https://www.nature.com/naturecareers/job/12830865/postdoc-and-phd-positions-in-computational-neuroscience/?LinkSource=PremiumListing,postdoc and phd positions on closed-loop ultrasound neuromodulation and recording for the treatment of focal epilepsy
post-doctoral fellowship in regenerative biology and medicine (lab of. dr. yuval rinkevich),"the chinese institutes for medical research (cimr), beijing",China,,,https://www.nature.com/naturecareers/job/12821258/post-doctoral-fellowship-in-regenerative-biology-and-medicine-lab-of-dr-yuval-rinkevich-/?LinkSource=PremiumListing,"positions are available for outstanding and motivated individuals with ph.d or m.d. degrees wishing to identify principles of tissue repair and regeneration, and develop a knowledge basis for therapeutic strategies in clinical use. the candidate will explore tissue repair and regeneration at multiple levels, from the level of whole organisms to the level of single cells. we employ state-of-the-art mouse genetics, multicolor ‘rainbow’ and tetrachimera mouse models, surgery models in rodents, flow cytometry, single cell omics, cell & molecular biology approaches to pursue diverse questions on how tissues/organs regenerate from single stem cells, and what underlies the clinical basis of maladaptive wound repair such as chronic wounds, and organ fibrosis. our mission is to leverage our basic findings for enhanced repair and regeneration. our work therefore carries both basic, clinical & evolutionary implications, and has been published in nature, science, nature cell biology, nature immunology, and science translational medicine journals (to name a few)."
postdoctoral fellowships worldwide,ibsa foundation for scientific research,the call is open to people from research institutes and universities from all over the world.,,,https://www.nature.com/naturecareers/job/12821427/postdoctoral-fellowships-worldwide/?LinkSource=PremiumListing,"with the aim of promoting and allowing young and talented researchers to do great science, ibsa foundation for scientific research offers 6 fellowships of € 32.000 in the following research fields:"
international phd program in microbiology,max planck institute for terrestrial microbiology,Germany,,,https://www.nature.com/naturecareers/job/12832753/international-phd-program-in-microbiology/?LinkSource=PremiumListing,
sd-25077 – phd candidate in 5g/6g cognitive networking,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832751/sd-25077-phd-candidate-in-5g-6g-cognitive-networking/,
"6 phd positions in berlin/potsdam, germany",rtg 2473/2 synpepbio,Germany,,,https://www.nature.com/naturecareers/job/12832720/6-phd-positions-in-berlin-potsdam-germany/,rtg 2473/2 synpepbio: bioactive peptides – innovative aspects of synthesis and biosynthesis
phd scholarship: assessing marine benthic heatwaves using essential ocean variables,university of galway (nui galway),Ireland,,,https://www.nature.com/naturecareers/job/12832721/phd-scholarship-assessing-marine-benthic-heatwaves-using-essential-ocean-variables/,"application(s) are invited from suitably qualified candidates for full-time (irish marine institute) funded phd scholarship(s) starting feb-april, 2025 affiliated to the school of natural sciences at the university of galway."
phd student position in epidemiology,german cancer research center in the helmholtz association (dkfz),Germany,,,https://www.nature.com/naturecareers/job/12832715/phd-student-position-in-epidemiology/,"„research for a life without cancer“ is our mission at the german cancer research center. we investigate how cancer develops, identify cancer risk factors and look for new cancer prevention strategies. we develop new methods with which tumors can be diagnosed more precisely and cancer patients can be treated more successfully. every contribution counts – whether in research, administration or infrastructure. this is what makes our daily work so meaningful and exciting."
doctoral candidate (dc) / phd position (m/f/x),chemnitz university of technology (tu chemnitz),Germany,,,https://www.nature.com/naturecareers/job/12832621/doctoral-candidate-dc-phd-position-m-f-x-/,"the chemnitz university of technology is an established innovative scientific and educational institution, which takes on the challenges connected with the competition between the universities. the chemnitz university of technology offers attractive employment for personalities with proven scientific excellence who want to contribute to the further innovative development."
phd student (gn*) computational biology,"university hospital of muenster (ukm), wwu",Germany,,,https://www.nature.com/naturecareers/job/12832617/phd-student-gn-computational-biology/,ref. nr. 10015
phd student (gn*) in genetic epidemiology,"university hospital of muenster (ukm), wwu",Germany,,,https://www.nature.com/naturecareers/job/12832616/phd-student-gn-in-genetic-epidemiology/,phd student (gn*) in genetic epidemiology
phd student (gn*) pharmacoepidemiology,"university hospital of muenster (ukm), wwu",Germany,,,https://www.nature.com/naturecareers/job/12832615/phd-student-gn-pharmacoepidemiology/,ref. nr. 9999
marie curie (msca) phd student in microbiome research with a bioinformatic focus,universitätsmedizin frankfurt,Germany,,,https://www.nature.com/naturecareers/job/12832591/marie-curie-msca-phd-student-in-microbiome-research-with-a-bioinformatic-focus/,
fabrication of novel materials and devices for co2 reduction,aarhus university (au),Denmark,,,https://www.nature.com/naturecareers/job/12832590/fabrication-of-novel-materials-and-devices-for-co2-reduction/,share this job
phd position in environmental epidemiology and reproductive health,university of southern denmark (sdu),Denmark,,,https://www.nature.com/naturecareers/job/12832579/phd-position-in-environmental-epidemiology-and-reproductive-health/,"project overview we invite applications for a funded phd position in a cutting-edge research project examining the impact of maternal exposure to air pollution on male reproductive health. using advanced geospatial methods, this project explores the effects of air pollution exposure during pregnancy on outcomes such as testicular cancer, genital malformations, and fertility rates in grown-up sons. by developing new causal inference methodologies applied to nationwide registry data, the project aims to create a geographical risk map of denmark and potentially other regions, providing new insights into the environmental determinants of male reproductive health."
the 2025 louisa gross horwitz prize for biology or biochemistry,columbia university creative,United States,,,https://www.nature.com/naturecareers/job/12832419/the-2025-louisa-gross-horwitz-prize-for-biology-or-biochemistry/,"the louisa gross horwitz prize was established under the will of the late s. gross horwitz through a bequest to columbia university and is named to honor the donor’s mother. louisa gross horwitz was the daughter of dr. samuel david gross (1805–1889), a prominent surgeon of philadelphia and author of the outstanding systems of surgery, who served as president of the american medical association"
phd position (m/f/div) in megakaryocyte biology,universitätsklinikum würzburg,Germany,,,https://www.nature.com/naturecareers/job/12832562/phd-position-m-f-div-in-megakaryocyte-biology/,"application deadline: december 15, 2024"
postdoctoral fellow (m/w/d) - institut für klinische chemie und pathobiochemie,klinikum rechts der isar der technischen universität münchen,Germany,,,https://www.nature.com/naturecareers/job/12832550/postdoctoral-fellow-m-w-d-institut-fuer-klinische-chemie-und-pathobiochemie/,postdoctoral fellow (m/w/d) – institut für klinische chemie und pathobiochemie
phd student positions in synthetic biomaterials and neuroregeneration,johannes gutenberg university mainz - departments of biology and chemistry,Germany,,,https://www.nature.com/naturecareers/job/12832541/phd-student-positions-in-synthetic-biomaterials-and-neuroregeneration/,"four phd student positions in chemistry, polymer research, dna nanoscience and neuroregeneration are available within our newly funded carl zeiss stiftung initiative intereg. intereg is an interdisciplinary research consortium, whose mission is to develop therapeutic solutions based on interactive biomaterials to treat neurodegenerative diseases such as multiple sclerosis and traumatic injuries such as brain and spinal cord injuries. we are recruiting phd students, who will work in project teams across disciplines. these phd positions are fully funded by the carl zeiss stiftung and will start at the earliest in january 2025. positions are currently available in the groups of andreas walther, claire jacob, martin heine and katharina landfester."
sd-25117 phd on forest soil drought and soil microbial physiology and carbon persistence,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832490/sd-25117-phd-on-forest-soil-drought-and-soil-microbial-physiology-and-carbon-persistence/,temporary contract | up to 48 months (14 months initial contract) | belvaux are you passionate about research? so are we! come and join us
phd position at the computational neurobiology lab,vib,Belgium,,,https://www.nature.com/naturecareers/job/12832480/phd-position-at-the-computational-neurobiology-lab/,
sd-25117 phd on forest soil drought and soil microbial physiology and carbon persistence,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832477/sd-25117-phd-on-forest-soil-drought-and-soil-microbial-physiology-and-carbon-persistence/,"the luxembourg institute of science and technology (list) is a research and technology organization (rto) active in the fields of materials, environment and it. by generating relevant scientific knowledge and converting knowledge into technologies, smart data and tools, list empowers citizens in their choices, public authorities in their decisions and businesses in their strategies."
tenured/tenure-track faculty positions in neural engineering department of biomedical engineering,new york university (nyu),United States,,,https://www.nature.com/naturecareers/job/12832414/tenured-tenure-track-faculty-positions-in-neural-engineering-department-of-biomedical-engineering/,"the department of biomedical engineering at the nyu tandon school of engineering invites applications for a tenured/tenure track faculty position at the assistant, associate, or full professor level with a focus on neural engineering. this search is part of the health engineering cluster hire at nyu tandon, a strategic effort to invest in research and development of health-related technologies. more information about nyu’s broader faculty cluster hiring initiative can be found here. the expected starting date is september 1, 2025."
sd-25015 phd student – new vitrimers synthesis and characterization,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832404/sd-25015-phd-student-new-vitrimers-synthesis-and-characterization/,"the luxembourg institute of science and technology (list) is a research and technology organization (rto) active in the fields of materials, environment and it. by transforming scientific knowledge into technologies, smart data and tools, list empowers citizens in their choices, public authorities in their decisions and businesses in their strategies."
sd-25103 phd in heat and drought-related stress and mortality in forests,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832374/sd-25103-phd-in-heat-and-drought-related-stress-and-mortality-in-forests/,temporary contract | up to 48 months (14 months initial contract) | belvaux are you passionate about research? so are we! come and join us
sd-25103 phd in heat and drought-related stress and mortality in forests,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832362/sd-25103-phd-in-heat-and-drought-related-stress-and-mortality-in-forests/,"the luxembourg institute of science and technology (list) is a research and technology organization (rto) active in the fields of materials, environment and it. by generating relevant scientific knowledge and converting knowledge into technologies, smart data and tools, list empowers citizens in their choices, public authorities in their decisions and businesses in their strategies."
13 positions for phd candidates (f/m/d),prof. dr. gerd bacher,Germany,,,https://www.nature.com/naturecareers/job/12832344/13-positions-for-phd-candidates-f-m-d-/?LinkSource=PremiumListing,"we are a young, innovative university in the middle of the metropole ruhr. excellent in research and teaching, we think in terms of possibilities instead of limits and develop ideas with a future. we live diversity, promote potential, and are committed to educational equity worthy of the name."
2-year postdoc in the field of machine learning for earth system modelling or 3-year phd (m/f/d),potsdam-institut für klimafolgenforschung e.v. (pik),Germany,,,https://www.nature.com/naturecareers/job/12832336/2-year-postdoc-in-the-field-of-machine-learning-for-earth-system-modelling-or-3-year-phd-m-f-d-/,"the climate needs bright minds. the potsdam institute for climate impact research (pik) addresses crucial scientific questions in the fields of global change, climate impacts and sustainable development. it is one of the world's leading research insti­tutions in its field and offers natural and social scientists from around the world an inspiring environment for excellent inter­disciplinary research."
postdoctoral researcher or a phd candidate for a fully founded eu project (m/f/d),pwg-lmu klinikum,Germany,,,https://www.nature.com/naturecareers/job/12832298/postdoctoral-researcher-or-a-phd-candidate-for-a-fully-founded-eu-project-m-f-d-/,"the hospital of the university of munich, germany, is one of the largest and most competitive university hospitals in germany and europe. 48 specialized hospitals, departments and institutions harbouring excellent research and education provide patient care at the highest medical level with around 11.000 employees."
"seven phd positions in infection biology, immunology, microbiology, parasitology, epidemiology",international max planck research school for infectious diseases and immunology,Germany,,,https://www.nature.com/naturecareers/job/12832294/seven-phd-positions-in-infection-biology-immunology-microbiology-parasitology-epidemiology/?LinkSource=PremiumListing,
sd-25093 – phd in biogeochemistry,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832279/sd-25093-phd-in-biogeochemistry/,temporary contract | up to 48 months (first initial 14 months contract) | belvaux are you passionate about research? so are we! come and join us
sd-25093 – phd in biogeochemistry,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832277/sd-25093-phd-in-biogeochemistry/,"the luxembourg institute of science and technology (list) is a research and technology organization (rto) active in the fields of materials, environment and it. by transforming scientific knowledge into technologies, smart data and tools, list empowers citizens in their choices, public authorities in their decisions and businesses in their strategies."
phd position in physics: pushing the boundaries of optical molecular imaging (m/f/div),max planck institute for medical research (mpimf),Germany,,,https://www.nature.com/naturecareers/job/12832234/phd-position-in-physics-pushing-the-boundaries-of-optical-molecular-imaging-m-f-div-/?LinkSource=PremiumListing,
phd position in biochemistry / biophysics: enabling unique dynamic molecular imaging experiments,max planck institute for medical research (mpimf),Germany,,,https://www.nature.com/naturecareers/job/12832231/phd-position-in-biochemistry-biophysics-enabling-unique-dynamic-molecular-imaging-experiments/?LinkSource=PremiumListing,
phd student position (dr. rer. nat.) project heart and brain,universitätsmedizin göttingen,Germany,,,https://www.nature.com/naturecareers/job/12832228/phd-student-position-dr-rer-nat-project-heart-and-brain/,grk 2824 phd position (dr. rer. nat/phd)
sd-25095 – phd in experimental hydrology,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832217/sd-25095-phd-in-experimental-hydrology/,"the luxembourg institute of science and technology (list) is a research and technology organization (rto) active in the fields of materials, environment and it. by generating relevant scientific knowledge and converting knowledge into technologies, smart data and tools, list empowers citizens in their choices, public authorities in their decisions and businesses in their strategies."
sd-25095 – phd in experimental hydrology,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12832201/sd-25095-phd-in-experimental-hydrology/,temporary contract | up to 48 months (14 months initial contract) | belvaux are you passionate about research? so are we! come and join us
phd in optical satellite communications,"interdisciplinary centre for security, reliability and trust (snt), university of luxembourg",Luxembourg,,,https://www.nature.com/naturecareers/job/12832181/phd-in-optical-satellite-communications/,about the snt
phd in neurodegeneration nomad,lcsb – luxembourg centre for systems biomedicine,Luxembourg,,,https://www.nature.com/naturecareers/job/12832179/phd-in-neurodegeneration-nomad/,about the lcsb
postdoctoral scientist – rna dynamics in cancer,cruk,United Kingdom,,,https://www.nature.com/naturecareers/job/12832111/postdoctoral-scientist-rna-dynamics-in-cancer/,postdoctoral scientist – rna dynamics in cancer
multiple phd and postdoc positions (m/f/d) in research unit for5815 on lipid droplet heterogeneity,research unit for 5815,Germany,,,https://www.nature.com/naturecareers/job/12832108/multiple-phd-and-postdoc-positions-m-f-d-in-research-unit-for5815-on-lipid-droplet-heterogeneity/,we are looking for highly motivated doctoral candidates and postdocs to fill positions in our research unit on “structural and functional lipid droplet heterogeneity” (for 5815) across several universities and research centers in germany.
"scholarship ""hydrogen economy – strategic element of a future greengas deal""",technische universität dresden (tu dresden),Germany,,,https://www.nature.com/naturecareers/job/12832099/scholarship-hydrogen-economy-strategic-element-of-a-future-greengas-deal-/,"technische universität dresden (tud), as a university of excellence, is one of the leading and most dynamic research institutions in the country. founded in 1828, today it is a globally oriented, regionally anchored top university as it focuses on the grand challenges of the 21st century. lt develops innovative solutions for the world's most pressing issues. in research and academic programs, the university unites the natural and engineering sciences with the humanities, social sciences, and medicine. this wide range of disciplines is a special feature, facilitating interdisciplinarity and transfer of science to society. as a modern employer, it offers attractive working conditions to all employees in teaching, research, technology, and administration. the goal is to promote and develop their individual abilities while empowering everyone to reach their full potential. tud embodies a university culture that is characterized by cosmopolitanism, mutual appreciation, thriving innovation and active participation. for tud, diversity is an essential feature and a quality criterion of an excellent university. accordingly, we welcome all applicants who would like to commit themselves, their achievements, and productivity to the success of the whole institution."
phd student (gn*),"university hospital of muenster (ukm), wwu",Germany,,,https://www.nature.com/naturecareers/job/12832098/phd-student-gn-/,job id: 9942
phd candidate in autonomous driving systems,"interdisciplinary centre for security, reliability and trust (snt), university of luxembourg",Luxembourg,,,https://www.nature.com/naturecareers/job/12832008/phd-candidate-in-autonomous-driving-systems/,about the snt
phd positions at the mrc laboratory of molecular biology,mrc laboratory of molecular biology (lmb),United Kingdom,,,https://www.nature.com/naturecareers/job/12831975/phd-positions-at-the-mrc-laboratory-of-molecular-biology/,"research at the lmb aims to understand the workings of complex systems, such as the immune system and the brain, and use this information to solve key problems in human health and disease. the laboratory receives sustained funding from the mrc/ukri that allows it to focus on difficult, long-term research problems https://www2.mrc-lmb.cam.ac.uk/."
phd position in structural biology of virus replication,umeå university -,Sweden,,,https://www.nature.com/naturecareers/job/12831943/phd-position-in-structural-biology-of-virus-replication/,we are looking for a phd student in medical science with an interest in molecular and structural virology. the position at the department of medical biochemistry and biophysics at umeå university is temporary for four years to start during spring 2025 or as agreed.
sd-25192 phd candidate - theoretical investigation of water splitting on ferroelectric surfaces,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12831917/sd-25192-phd-candidate-theoretical-investigation-of-water-splitting-on-ferroelectric-surfaces/,"the luxembourg institute of science and technology (list) is a research and technology organization (rto) active in the fields of materials, environment and it. by transforming scientific knowledge into technologies, smart data and tools, list empowers citizens in their choices, public authorities in their decisions and businesses in their strategies."
phd position in multi-scale modelling and simulation of polymer and antiferromagnet composites,the norwegian university of science and technology (ntnu),Norway,,,https://www.nature.com/naturecareers/job/12831887/phd-position-in-multi-scale-modelling-and-simulation-of-polymer-and-antiferromagnet-composites/,this is ntnu
ph.d. student / postdoctoral positions in hematooncology and cell therapy research,university of ostrava,Czech Republic,,,https://www.nature.com/naturecareers/job/12831838/ph-d-student-postdoctoral-positions-in-hematooncology-and-cell-therapy-research-/,ph.d. student / postdoctoral positions in
phd in evolutionary biology,vib,Belgium,,,https://www.nature.com/naturecareers/job/12831742/phd-in-evolutionary-biology/,
phd positions on language & genetics and multimodal language,max planck institute for psycholinguistics,The Netherlands,,,https://www.nature.com/naturecareers/job/12831723/phd-positions-on-language-and-genetics-and-multimodal-language-/,job description
phd position in quantum chemistry,university of southern denmark (sdu),Denmark,,,https://www.nature.com/naturecareers/job/12831689/phd-position-in-quantum-chemistry/,"the department of physics, chemistry and pharmacy, university of southern denmark (sdu) in odense invites applications for a postdoctoral position embedded in the laboratories of the nucleic acid center as part of a novo nordisk foundation project grant on peptide-oligonucleotide conjugate chemistry."
open call for phd students worldwide - inflection award,inflection,France,,,https://www.nature.com/naturecareers/job/12831688/open-call-for-phd-students-worldwide-inflection-award/?LinkSource=PremiumListing,about the award
2025 sandell grant and dissertation fellowship programs,center for retirement research at boston college,United States,,,https://www.nature.com/naturecareers/job/12831647/2025-sandell-grant-and-dissertation-fellowship-programs/,announcing the 2025 sandell grant and dissertation fellowship programs
academic employee (m/f/d) for the institute of molecular medicine,universität ulm,Germany,,,https://www.nature.com/naturecareers/job/12831583/academic-employee-m-f-d-for-the-institute-of-molecular-medicine/,for the institute of molecular medicine we are looking for two
postdoc in synchrotron-based gas catalysis studies of model surfaces,chalmers university,Sweden,,,https://www.nature.com/naturecareers/job/12831442/postdoc-in-synchrotron-based-gas-catalysis-studies-of-model-surfaces/,reference number ref 2024-0535
phd position in synchrotron-based gas catalysis studies of model surfaces,chalmers university,Sweden,,,https://www.nature.com/naturecareers/job/12831441/phd-position-in-synchrotron-based-gas-catalysis-studies-of-model-surfaces/,reference number ref 2024-0534
"fully funded phd positions mathematical & physical sciences, life sciences, information sciences",institute of science and technology austria (ista),Austria,,,https://www.nature.com/naturecareers/job/12831418/fully-funded-phd-positions-mathematical-and-physical-sciences-life-sciences-information-sciences/?LinkSource=PremiumListing,
m-2456 phd in elucidating the interactions between tire compound ingredients,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12831359/m-2456-phd-in-elucidating-the-interactions-between-tire-compound-ingredients/,
m-2456 phd in elucidating the interactions between tire compound ingredients,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12831345/m-2456-phd-in-elucidating-the-interactions-between-tire-compound-ingredients/,
tenure track position in clinical neuroscience of women’s mental health (endowed chair),northwestern university feinberg school of medicine,United States,,,https://www.nature.com/naturecareers/job/12831331/tenure-track-position-in-clinical-neuroscience-of-women-s-mental-health-endowed-chair-/,"the department of psychiatry and behavioral sciences at northwestern university is seeking a full-time, tenure-track investigator at the rank of associate or full professor to fill the recently established carol w. asher professorship in psychiatry and behavioral sciences."
sd-25165 - phd in high-resolution chemical imaging for nano-toxicological studies,luxembourg institute of science and technology (list),Luxembourg,,,https://www.nature.com/naturecareers/job/12831324/sd-25165-phd-in-high-resolution-chemical-imaging-for-nano-toxicological-studies/,"the luxembourg institute of science and technology (list) is a research and technology organization (rto) active in the fields of materials, environment and it. by transforming scientific knowledge into technologies, smart data and tools, list empowers citizens in their choices, public authorities in their decisions and businesses in their strategies."
doctoral researcher in ultrafast physics,university of luxembourg,Luxembourg,,,https://www.nature.com/naturecareers/job/12831148/doctoral-researcher-in-ultrafast-physics/,about the fstm
21 interdisciplinary phd positions in ultrafast science and quantum materials – imprs ufast,international max planck research school for ultrafast imaging and structural dynamics,Germany,,,https://www.nature.com/naturecareers/job/12830426/21-interdisciplinary-phd-positions-in-ultrafast-science-and-quantum-materials-imprs-ufast/,"the international max planck research school for ultrafast imaging and structural dynamics in hamburg, germany, offers a structured phd program focusing on ultra-fast phenomena, x-ray physics and dynamical imaging in all areas of science covering physics, chemistry and biology."
"director, division of international training and research, fogarty international center",kristen.weymouth@nih.gov,United States,,,https://www.nature.com/naturecareers/job/12830449/director-division-of-international-training-and-research-fogarty-international-center/,vacancy announcement department of health and human services national institutes of health
thesis offer for a cifre contract between the université côte d’azur and the company 2ms,université côte d'azur,France,,,https://www.nature.com/naturecareers/job/12830371/thesis-offer-for-a-cifre-contract-between-the-universite-cote-d-azur-and-the-company-2ms/,subject: thesis offer for a cifre contract between the université côte d’azur and the company 2ms
"phd position on multi-material additive manufacturing: manufacturability, microstructure and mechanical properties","advanced manufacturing group (amlz), department of mechanical and process engineering (d-mavt)",Switzerland,29.11.2024,PhD,https://www.jobs.ethz.ch/job/view/JOPG_ethz_VWVZ0xippjDHBBOQwA,"the advanced manufacturing lab (amlz) opens a phd position to kick-start a 5-years franco-swiss research project on the manufacturing, characterization and modelling of additively manufactured multi-material parts. focussing on one additive manufacturing process, laser powder bed fusion, this first phd will lay the basis of feasibility and mechanical properties of bi-material parts."
