Title,Employer,Location,Published,Closing In,Job Type,URL,Description
PhD Student in Business Tendency Surveys,ETH Zürich,"Zurich,, Switzerland",Published 2 weeks ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-student-in-business-tendency-surveys/225552,PhD Student in Business Tendency SurveysThe KOF Swiss Economic Institute at ETH Zurich is the leading institute for applied research in economics in Switzerland. KOF has a strong collaborative envi...
PhD Student in Waste Science and Technology - Advancing electrochemical oxidation technique for complete PFAS degradation,Luleå University of Technology,"Luleå,, Sweden",Published 2 weeks ago,Closing on: 2025-01-10,PhD,https://academicpositions.com/ad/lulea-university-of-technology/2024/phd-student-in-waste-science-and-technology-advancing-electrochemical-oxidation-technique-for-complete-pfas-degradation/225569,"Reference number 4414-2024Luleå University of Technology is in strong growth with world-leading competence in several research areas. We shape the future through innovative education and ground-breaking research results, and based on the Arctic re..."
PhD Position on Integrated Modular Ship and Manufacturing Development,University of Southern Denmark,"Odense,, Denmark",Published 2 weeks ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/university-of-southern-denmark/2024/phd-position-on-integrated-modular-ship-and-manufacturing-development/225572,"SDU Center for Large Structure Production (LSP), part of the Maersk Mc-Kinney Moller Institute, University of Southern Denmark (SDU), invites applications for a fully funded PhD position on the topic of robotized methods and technologies for modul..."
2 PhD - NWO OC-L project IMAGES ON THE MOVE,Leiden University,"Leiden,, The Netherlands",Published 2 weeks ago,Closing in: 7 days,PhD,https://academicpositions.com/ad/leiden-university/2024/2-phd-nwo-oc-l-project-images-on-the-move/225578,"Vacancy number 15273Job type PhD positionsHours (in fte) 1,0External/ internal ExternalLocation LeidenPlaced on 12 November 2024Closing date 8 December 2024 26 more days to applyLeiden University Centre for the Arts in Society (LUCAS) invites appl..."
PhD candidate on (peri-)urban nature-climate interactions,Leiden University,"Leiden,, The Netherlands",Published 2 weeks ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-candidate-on-peri-urban-nature-climate-interactions/225581,"Vacancy number 15262Job type PhD positionsHours (in fte) 1,0External/ internal ExternalLocation LeidenPlaced on 12 November 2024Closing date 2 December 2024The Institute of Environmental Sciences (Faculty of Science at Leiden University) is lookin..."
PhD on Urban energy system modelling,TU Wien,"Vienna,, Austria",Published 2 weeks ago,,PhD,https://academicpositions.com/ad/tu-wien/2024/phd-on-urban-energy-system-modelling/225599,"PhD on Urban energy system modelling 30 hours/week At the Institute of Architectural Science, in the Research Unit of Building Physics and Building Ecology, we are offering a doctoral project assis..."
PhD position in Intelligent and Sustainable Transportation System Management,Chalmers University of Technology,"Gothenburg,, Sweden",Published 2 weeks ago,Closing on: 2025-01-10,PhD,https://academicpositions.com/ad/chalmers-university-of-technology/2024/phd-position-in-intelligent-and-sustainable-transportation-system-management/225601,"Reference number REF 2024-0605We offer a great opportunity for a highly motivated PhD student to join our team working at the forefront of intelligent transport systems. As a PhD student, you will work with a passionate and ambitious team focused ..."
PhD position in the field of transmission electron microscopy of 2D van der Waals layered ferroelectrics,Empa,"Dübendorf,, Switzerland",Published 2 weeks ago,,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-the-field-of-transmission-electron-microscopy-of-2d-van-der-waals-layered-ferroelectrics/225602,"Materials science and technology are our passion. With our cutting-edge research, Empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
PhD on safe reinforcement learning in partially observable settings,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 6 days ago,Closing on: 2024-12-22,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-on-safe-reinforcement-learning-in-partially-observable-settings/226200,"Are you eager to work on AI safety, unleashing the potential of reinforcement learning for production environments?Position PhD-studentIrène Curie Fellowship NoDepartment(s) Mathematics and Computer ScienceFTE 1,0Date off 22/12/2024Reference numbe..."
PhD Student in detector development,Paul Scherrer Institute (PSI),"Villigen PSI,, Switzerland",Published 2 weeks ago,Closing on: 2024-12-12,PhD,https://academicpositions.com/ad/paul-scherrer-institute/2024/phd-student-in-detector-development/225606,"The Paul Scherrer Institute PSI is the largest research institute for natural and engineering sciences within Switzerland. We perform cutting-edge research in the fields of future technologies, ene..."
"PhD Student - Department of Electromechanical, Systems and Metal Engineering",Ghent University,"Ghent,, Belgium",Published 2 weeks ago,Closing on: 2024-12-20,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-electromechanical-systems-and-metal-engineering/225621,"Last application date Dec 20, 2024 00:00Department TW08 - Department of Electromechanical, Systems and Metal EngineeringContract Limited durationDegree You hold a Master degree in Mechanical Engineering or equivalent.Occupancy rate 100%Vacancy typ..."
PhD's in “Advanced Wave Engineering for Sustainable Optical Applications (AWAVE)”,University of Twente,"Enschede,, The Netherlands",Published 2 weeks ago,Closing on: 2025-02-02,PhD,https://academicpositions.com/ad/university-of-twente/2024/phds-in-advanced-wave-engineering-for-sustainable-optical-applications-awave/225725,Job descriptionNWO-funded research program “Advanced Wave Engineering for Sustainable Optical Applications (AWAVE)” addresses optical challenges to enable high-tech optical devices that are energy ...
PhD Position: Solid-State Transformers for Medium Voltage Applications,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-solid-state-transformers-for-medium-voltage-applications/225729,"KU Leuven, located in Belgium, is among the top European universities, ranked as the top university in the Reuters ranking of Europe's most innovative universities. KU Leuven is a research-intensiv..."
PhD in Neurodegeneration NOMAD,University of Luxembourg,"Esch-sur-Alzette,, Luxembourg",Published 2 weeks ago,Closing on: 2025-11-14,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-in-neurodegeneration-nomad/225743,About the LCSBThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Luxembourg Centre for Systems Biomedicine (LCSB...
PhD in Optical Satellite Communications,University of Luxembourg,Luxembourg,Published 2 weeks ago,Closing on: 2025-11-14,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-in-optical-satellite-communications/225744,"About the SnTThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Interdisciplinary Centre for Security, Reliabili..."
PhD candidate in technology with specialization in ICT,University of Agder (UiA),"Kristiansand,, Norway",Published 2 weeks ago,Closing in: 3 days,PhD,https://academicpositions.com/ad/university-of-agder-uia/2024/phd-candidate-in-technology-with-specialization-in-ict/225748,"About the positionAt the University of Agder, Faculty of Engineering and Science, there are two fixed-term positions for doctoral research fellows in technology with specialization in ICT. The position is affiliated with the Department of ICT and ..."
PhD position on digital twins for modelling and forecasting induced seismicity,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 2 weeks ago,Closing on: 2024-12-19,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-position-on-digital-twins-for-modelling-and-forecasting-induced-seismicity/225763,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Applied Physics and Science EducationFTE 1,0Date off 19/12/2024Reference number V34.7871Job descriptionAre you inspired by (analogies between) the physics of soft-matter systems and the ph..."
2 PhD's on optimizing synchromodal transport networks for construction logistics,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 2 weeks ago,Closing on: 2024-12-25,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/2-phds-on-optimizing-synchromodal-transport-networks-for-construction-logistics/225764,"At TU/e, we solicit applications for two PhD students who are interested in designing transport networks and associated decision-making algorithms/tools to foster modal shift from road to inland waterways for construction flows.Position PhD-studen..."
2 PhD positions with a focus on Accelerating Rarefied Gas Dynamics,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 2 weeks ago,Closing on: 2024-12-19,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/2-phd-positions-with-a-focus-on-accelerating-rarefied-gas-dynamics/225765,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Applied Physics and Science EducationFTE 1,0Date off 19/12/2024Reference number V34.7872Job descriptionAre you inspired by combining physics-based models with machine learning techniques? ..."
PhD researcher in educational technology,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing on: 2025-01-20,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-researcher-in-educational-technology/225778,"The Faculty of Psychology and Educational Sciences at KU Leuven Campus Kulak houses a lot of researchers within the broader topic of Educational Sciences, Methodology, and Psychology. The Faculty i..."
PhD position in Dynamic management of multimodal transport networks,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing in: 5 days,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-dynamic-management-of-multimodal-transport-networks/225779,We invite applications for a fully-funded PhD position in Dynamic management for multimodal transport systems. This position represents an exciting opportunity to join a newly established research ...
PhD position in Vehicle-infrastructure integration for Connected Cooperative Automated mobility,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing in: 5 days,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-vehicle-infrastructure-integration-for-connected-cooperative-automated-mobility/225780,We invite applications for a fully-funded PhD position in Dynamic management for multimodal transport systems. This position represents an exciting opportunity to join a newly established research ...
"Seven PhD Positions in Infection Biology, Immunology, Microbiology, Parasitology, Epidemiology, Medical Biotechnology, Biophysics, and Quantitative Biology",International Max Planck Research School for Infectious Diseases and Immunity (IMPRS-IDI),"Berlin,, Germany",Published 2 weeks ago,Closing on: 2025-01-03,PhD,https://academicpositions.com/ad/international-max-planck-research-school-for-infectious-diseases-and-immunity-imprs-idi/2024/seven-phd-positions-in-infection-biology-immunology-microbiology-parasitology-epidemiology-medical-biotechnology-biophysics-and-quantitative-biology/225785,"The International Max Planck Research School for Infectious Diseases and Immunology (IMPRS-IDI) is excited to announce openings for up to seven fully funded PhD positions. We invite highly motivated candidates to join a dynamic, interdisciplinary ..."
PhD on Sensor-agnostic AI for unobtrusive sleep-disordered breathing monitoring,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 6 days ago,Closing on: 2024-12-22,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-on-sensor-agnostic-ai-for-unobtrusive-sleep-disordered-breathing-monitoring/226204,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Electrical EngineeringFTE 1,0Date off 22/12/2024Reference number V36.7885Job descriptionAre you fascinated by signal processing and artificial intelligence (AI) for healthcare? Are you int..."
Doctoral Position to the Unit of Metals and Health,Karolinska Institutet,"Stockholm,, Sweden",Published 2 weeks ago,Closing in: 5 days,PhD,https://academicpositions.com/ad/karolinska-institutet/2024/doctoral-position-to-the-unit-of-metals-and-health/225794,Do you want to contribute to improving human health?To be a doctoral student means to devote oneself to a research project under supervision of experienced researchers and following an individual s...
PhD scholarship on Bio-based prefabricated facade systems for low-disruptive zero emission building renovation,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-scholarship-on-bio-based-prefabricated-facade-systems-for-low-disruptive-zero-emission-building-renovation/225806,"The PhD position in the Science, Engineering and Technology group at KU Leuven is supervised by Prof. Jan Wurm from the research group “Architectural Engineering” of the Department of Architecture,..."
PhD position: Spin waves get a twist! (P2402) 100 %,University of Basel,"Basel,, Switzerland",Published 2 weeks ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-spin-waves-get-a-twist-p2402-100/225809,We are looking for a PhD student for a joint research project of the Quantum Sensing Lab at the University of Basel led by Prof. P. Maletinsky (https://quantum-sensing.physik.unibas.ch) and Mesosco...
PhD Student,Paul Scherrer Institute (PSI),"Villigen PSI,, Switzerland",Published 2 weeks ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/paul-scherrer-institute/2024/phd-student/225812,"The Paul Scherrer Institute PSI is the largest research institute for natural and engineering sciences within Switzerland. We perform cutting-edge research in the fields of future technologies, ene..."
Innovative metamaterial solutions for suppressing pressure pulsations and the resulting noise emissions in ducted flow systems,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/innovative-metamaterial-solutions-for-suppressing-pressure-pulsations-and-the-resulting-noise-emissions-in-ducted-flow-systems/225814,The KU Leuven Mecha(tro)nic System Dynamics division (LMSD) is searching for a research engineer to join their team. Website unit Project This PhD is part of a project aiming to develop innovative ...
PhD position in stellar and gravitational-wave astrophysics,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-stellar-and-gravitational-wave-astrophysics/225815,"We advertise 1 PhD position to join the newly-founded team of Prof. Eva Laplace at the Institute of Astronomy, KU Leuven, Belgium. Selected candidates will collaborate closely with other teams at K..."
Colorectal Cancer Prevention using Targeted Drug Delivery by Polymeric Robotics,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/colorectal-cancer-prevention-using-targeted-drug-delivery-by-polymeric-robotics/225817,"The research group of Biomaterials and Tissue Engineering is part of the KU Leuven, Belgium. The group consists of 3 professors, 3 post-doc and ~20 PhD students. The group aims to design new biomat..."
Electrostatic Spray Drying for Encapsulation of Thermosensitive Compounds,KU Leuven,"Leuven,, Belgium",Published 2 weeks ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/electrostatic-spray-drying-for-encapsulation-of-thermosensitive-compounds/225818,"You will be working at the Ghent campus of KU Leuven, as part of the Soft Matter, Rheology and Technology (SMaRT) research group. You will join a new team led by the recently appointed Prof. D’Acie..."
"Doctoral researcher position in the SNSF Research Project ""Digital Construction Archive""",ETH Zürich,"Zurich,, Switzerland",Published 2 weeks ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/doctoral-researcher-position-in-the-snsf-research-project-digital-construction-archive/225820,"Doctoral researcher position in the SNSF Research Project ""Digital Construction Archive""We are searching for a doctoral researcher (f/m/d) within the framework of the research project ""Digital Cons..."
PhD position in THz dynamics of quantum materials,ETH Zürich,"Zurich,, Switzerland",Published 2 weeks ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-thz-dynamics-of-quantum-materials/225822,"PhD position in THz dynamics of quantum materialsThe Quantum Material Dynamics group (Prof. Elsa Abreu, qmd.ethz.ch) in the Department of Physics of ETH Zürich has an open PhD position in THz dynam..."
2nd CALL for application for HORIZON 2020 MSCA-Cofund Choral PhD - 14 Marie Skłodowska ‐ Curie Positions for Early Stage Researchers in Cultural Heritage in 7 universities within the UNITA Alliance,CHORAL (Cultural Heritage Outreach in RomAnce Languages) programme,"Pau,, France",Published 2 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/choral-cultural-heritage-outreach-in-romance-languages-programme/2024/2nd-call-for-application-for-horizon-2020-msca-cofund-choral-phd-14-marie-sk-odowska-curie-positions-for-early-stage-researchers-in-cultural-heritage-in-7-universities-within-the-unita-alliance/225824,"Offer DescriptionAs part of the UNITA Alliance, 14 excellent Doctoral Candidates (DCs) will enroll the CHORAL programme in Cultural Heritage.Coordinated by the Université de Pau et des Pays de l'Adour, France, CHORAL (Cultural Heritage Outreach in..."
PhD Candidate in Application of machine learning for crystal and continuum plasticity,Norwegian University of Science and Technology (NTNU),"Trondheim,, Norway",Published 2 weeks ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/norwegian-university-of-science-and-technology/2024/phd-candidate-in-application-of-machine-learning-for-crystal-and-continuum-plasticity/225826,About the jobWe have a vacancy for an enthusiastic and modelling-inclined PhD candidate to work in application of machine learning methods within the field of crystal and/or continuum plasticity. The position belongs to the Physical Metallurgy gro...
PhD Position: Biomolecular Condensates in Synthetic Cells,Radboud University,"Nijmegen,, The Netherlands",Published 2 weeks ago,Closing on: 2025-01-05,PhD,https://academicpositions.com/ad/radboud-university/2024/phd-position-biomolecular-condensates-in-synthetic-cells/225832,"Employment 1.0 FTEGross monthly salary € 2,872 - € 3,670Required background Research University DegreeOrganizational unit Faculty of ScienceApplication deadline 05 January 2025We have a vacancy for a PhD candidate to work on the project ‘Enzymatic..."
PhD Student - Department of Information Technology,Ghent University,"Ghent,, Belgium",Published 2 weeks ago,Closing on: 2025-04-30,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-information-technology/225835,"Last application date Apr 30, 2025 00:00Department TW05 - Department of Information TechnologyContract Limited durationDegree Master's degree in computer science, Mathematics, Artificial Intelligence, or equivalentOccupancy rate 100%Vacancy type R..."
PhD candidate to study and engineer plant specialized metabolite biosynthesis,Leiden University,"Leiden,, The Netherlands",Published 1 week ago,Closing on: 2024-12-10,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-candidate-to-study-and-engineer-plant-specialized-metabolite-biosynthesis/225857,"Vacancy number 15294Job type Hours (in fte) 1,0External/ internal ExternalLocation LeidenPlaced on 19 November 2024Closing date 10 December 2024The Faculty of Science / the Institute for Biology is looking for a :PhD candidate to study and enginee..."
PhD Arithmetic of Periods MPI,Leiden University,"Leiden,, The Netherlands",Published 1 week ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-arithmetic-of-periods-mpi/225858,"Vacancy number 15288Job type PhD positionsHours (in fte) 1,0External/ internal ExternalLocation LeidenPlaced on 19 November 2024Closing date 15 January 2025 57 more days to applyPhD Positions Jointly Hosted by Leiden University and MPI-SWS in the ..."
PhD for Nuclear Physics Theory,The Hebrew University of Jerusalem,"Jerusalem,, Israel",Published 1 week ago,Closing on: 2025-02-28,PhD,https://academicpositions.com/ad/the-hebrew-university-of-jerusalem/2024/phd-for-nuclear-physics-theory/225869,"About our Campus: Hebrew University’s Edmond J. Safra Campus on Givat Ram, in Jerusalem, is a vibrant hub of academic and research excellence nestled in the heart of Jerusalem. Our modern campus boasts state-of-the-art lab facilities, world-renown..."
PhD for Stellar Evolution Theory,The Hebrew University of Jerusalem,"Jerusalem,, Israel",Published 1 week ago,Closing on: 2025-02-28,PhD,https://academicpositions.com/ad/the-hebrew-university-of-jerusalem/2024/phd-for-stellar-evolution-theory/225871,"About our Campus: Hebrew University’s Edmond J. Safra Campus is a vibrant hub of academic and research excellence nestled in the heart of Jerusalem. Our modern campus boasts state-of-the-art lab facilities, world-renowned faculty, and a stimulatin..."
8 PhD Fellowships,Forschungszentrum Jülich GmbH,"Jülich,, Germany",Published 1 week ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/forschungszentrum-julich/2024/8-phd-fellowships/225872,"Conducting research for a changing society: This is what drives us at Forschungszentrum Jülich. As a member of the Helmholtz Association, we aim to tackle the grand societal challenges of our time and conduct research into the possibilities of a d..."
PhD fellowship - Laboratory of Cellular and Molecular Immunology,GIGA Research Centre,"Rocourt,, Belgium",Published 1 week ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/giga-research-centre/2024/phd-fellowship-laboratory-of-cellular-and-molecular-immunology/225873,"Job InformationOrganisation/Company: Giga Institute - University of LiegeDepartment: Laboratory of Cellular and Molecular ImmunologyResearch Field: Biological sciences » Biology, Medical sciences » Health sciencesResearcher Profile: First Stage Re..."
IMCBio Graduate School offers PhD positions starting November 2024 in Strasbourg,University of Strasbourg,"Strasbourg,, France",Published 1 week ago,Closing on: 2025-01-26,PhD,https://academicpositions.com/ad/university-of-strasbourg/2024/imcbio-graduate-school-offers-phd-positions-starting-november-2024-in-strasbourg/225874,"Duration: 3 yearsStarting date: 1st October 2025Job status: Temporary, 35 hours/weekThe IMCBio Graduate School from the University of Strasbourg is recruiting PhD students in 2025 through its international PhD program. This interdisciplinary progr..."
Three-year-PhD positions in Ultrafast nonlinear optical response and dynamics of 2D thin films,Aix-Marseille Université,"Marseille,, France",Published 1 week ago,Closing on: 2025-03-31,PhD,https://academicpositions.com/ad/aix-marseille-universite/2024/three-year-phd-positions-in-ultrafast-nonlinear-optical-response-and-dynamics-of-2d-thin-films/225875,"RESEARCHER PROFILE: PhD / R1: First stage Researcher                 RESEARCH FIELD(S)1: PhysicsMAIN SUB RESEARCH FIELD OR DISCIPLINES1: Optics, Nonlinear optics, thin filmsJOB /OFFER DESCRIPTION Two-dimensional thin films are well-known for their..."
PhD Scholarships – Communication (CreAlte),BI Norwegian Business School,"Oslo,, Norway",Published 1 week ago,Closing on: 2025-01-08,PhD,https://academicpositions.com/ad/bi-norwegian-business-school/2024/phd-scholarships-communication-crealte/225882,BI Centre for Creative Industries at the Department of Communication and Culture is currently inviting applications for a four-year Doctoral Scholarship with special focus on the impact of transformative technologies on cultural institutions and t...
PhD Position: Multimodal Signalling and Processing in Face-to-face Communication at the Donders Centre for Cognition,Radboud University,"Nijmegen,, The Netherlands",Published 1 week ago,Closing on: 2025-01-12,PhD,https://academicpositions.com/ad/radboud-university/2024/phd-position-multimodal-signalling-and-processing-in-face-to-face-communication-at-the-donders-centre-for-cognition/225885,"Employment 1.0 FTEGross monthly salary € 2,872 - € 3,670Required background Research University DegreeOrganizational unit Faculty of Social SciencesApplication deadline 12 January 2025How do we communicate our intentions to one another in conversa..."
PhD Position: AI-assisted Physical Attacks on PQC Implementations,Radboud University,"Nijmegen,, The Netherlands",Published 1 week ago,Closing on: 2025-01-14,PhD,https://academicpositions.com/ad/radboud-university/2024/phd-position-ai-assisted-physical-attacks-on-pqc-implementations/225886,"Employment 1.0 FTEGross monthly salary € 2,872 - € 3,670Required background Research University DegreeOrganizational unit Faculty of ScienceApplication deadline 14 January 2025Are you passionate about security and privacy and protecting user data?..."
PhD Position (m/f/d): Biomolecular Condensates in Synthetic Cells,Radboud University,"Nijmegen,, The Netherlands",Published 1 week ago,Closing on: 2025-01-05,PhD,https://academicpositions.com/ad/radboud-university/2024/phd-position-m-f-d-biomolecular-condensates-in-synthetic-cells/225887,"Employment 1.0 FTEGross monthly salary € 2,872 - € 3,670Required background Research University DegreeOrganizational unit Faculty of ScienceApplication deadline 05 January 2025We have a vacancy for a PhD candidate to work on the project ‘Enzymatic..."
"Assistant department Translation, Interpreting, and Communication (28045)",Ghent University,"Ghent,, Belgium",Published 1 week ago,Closing on: 2024-12-17,PhD,https://academicpositions.com/ad/ghent-university/2024/assistant-department-translation-interpreting-and-communication-28045/225889,"→   Apply until 17/12/2024 (DD/MM/YYYY) 23:59 (Brussels time)    →   Faculty of Arts and Philosophy    →   Department LW22 - Translation, Interpreting and Communication    →   AAP temporary appointment - 100%    →   Number of openings: 1    → ..."
PhD in biophysics: Single-cell Tracking in Organoids,AMOLF,"Amsterdam,, The Netherlands",Published 1 week ago,Closing on: 2025-01-18,PhD,https://academicpositions.com/ad/amolf/2024/phd-in-biophysics-single-cell-tracking-in-organoids/225902,"Work ActivitiesSummary – In this project, you will use advanced 3D imaging and AI-driven cell tracking to reveal the remarkable self-organization of cells within intestinal organoids. Using a bioph..."
PhD Position in Geochemistry of Enhanced Rock Weathering,ETH Zürich,"Zurich,, Switzerland",Published 1 week ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-geochemistry-of-enhanced-rock-weathering/225903,PhD Position in Geochemistry of Enhanced Rock WeatheringWe seek a PhD student to develop and evaluate new geochemical tracers for the quantification of carbon dioxide removal and monitoring of pote...
PhD Position in Soil Biogeochemistry of Enhanced Rock Weathering,ETH Zürich,"Zurich,, Switzerland",Published 1 week ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-soil-biogeochemistry-of-enhanced-rock-weathering/225904,"PhD Position in Soil Biogeochemistry of Enhanced Rock WeatheringWe seek a PhD student to study the effects of Enhanced Rock Weathering (ERW) applications on biogeochemical cycles, plant growth and ..."
PhD Position on Soil Biogeochemical Dynamics of Alpine Catchments,ETH Zürich,"Zurich,, Switzerland",Published 1 week ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-on-soil-biogeochemical-dynamics-of-alpine-catchments/225905,PhD Position on Soil Biogeochemical Dynamics of Alpine CatchmentsWe seek a PhD student to study the effects of soil redistribution on biogeochemical fluxes as well as carbon and nutrient storage in...
Doctoral (PhD) student position in clinical epidemiology with focus on maternal vaccination,Karolinska Institutet,"Stockholm,, Sweden",Published 1 week ago,Closing on: 2024-12-20,PhD,https://academicpositions.com/ad/karolinska-institutet/2024/doctoral-phd-student-position-in-clinical-epidemiology-with-focus-on-maternal-vaccination/225912,Do you want to contribute to top quality medical research? To be a doctoral student means to devote oneself to a research project under supervision of experienced researchers and following an indiv...
Doctoral (PhD) student position in Neuroscience and AI,Karolinska Institutet,"Stockholm,, Sweden",Published 1 week ago,Closing in: 3 days,PhD,https://academicpositions.com/ad/karolinska-institutet/2024/doctoral-phd-student-position-in-neuroscience-and-ai/225913,Do you want to contribute to top quality medical research? To be a doctoral student means to devote oneself to a research project under supervision of experienced researchers and following an indiv...
"PhD or Postdoctoral position, Machine learning in the Social Sciences and Humanities, 60%",University of Basel,"Basel,, Switzerland",Published 5 days ago,Closing on: 2024-12-26,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-or-postdoctoral-position-machine-learning-in-the-social-sciences-and-humanities-60/226215,The Digital Humanities Lab at the University of Basel is looking for a research assistant (with a Master's or PhD) as of 1st February 2025 or by arrangement. The Digital Humanities is an interdisci...
PhD-student cardio-oncology with focus on translational research on the role of SERPINA3 in cancer therapy-related cardiovascular dysfunction (CTRCD),University of Antwerp,"Antwerp,, Belgium",Published 1 week ago,,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/phd-student-cardio-oncology-with-focus-on-translational-research-on-the-role-of-serpina3-in-cancer-therapy-related-cardiovascular-dysfunction-ctrcd/225919,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
PhD Position in Nonprofit Management,University of Basel,"Basel,, Switzerland",Published 1 week ago,Closing on: 2024-12-19,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-in-nonprofit-management/225938,"The Center for Philanthropy Studies (CEPS) is an interdisciplinary university institute for philanthropy at the University of Basel. Founded in 2008, the CEPS combines internationally recognized re..."
PhD position in Environmental Economics,University of Basel,"Basel,, Switzerland",Published 1 week ago,Closing on: 2024-12-18,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-in-environmental-economics/225942,The research group of Public Economics (Prof. Beat Hintermann) of the Faculty of Business and Economics at the University of Basel invites applications for a PhD position.  Start date: May 2025 (or...
Full-time vacancy doctor-assistant Spanish linguistics,KU Leuven,"Leuven,, Belgium",Published 1 week ago,Closing in: 3 days,PhD,https://academicpositions.com/ad/ku-leuven/2024/full-time-vacancy-doctor-assistant-spanish-linguistics/225958,"At the Faculty of Arts of KU Leuven (campus Leuven and campus Kortrijk), there is a full-time vacancy for a postdoctoral assistant in the field of Spanish linguistics. Responsibilities To provide t..."
Doctoral Researcher (PhD student) in Process Modelling,University of Eastern Finland,"Kuopio,, Finland",Published 1 week ago,Closing on: 2024-12-11,PhD,https://academicpositions.com/ad/university-of-eastern-finland/2024/doctoral-researcher-phd-student-in-process-modelling/225960,The University of Eastern Finland is inviting applications for a Doctoral Researcher position in Process Modelling at the Department of Environmental and Biological Sciences on the Kuopio campus. T...
PhD Candidate in Free Space QKD,University of Luxembourg,Luxembourg,Published 1 week ago,Closing on: 2025-11-18,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-free-space-qkd/225962,"About the SnTThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Interdisciplinary Centre for Security, Reliabili..."
PhD Candidate in Quantum Software Engineering,University of Luxembourg,Luxembourg,Published 1 week ago,Closing on: 2025-11-20,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-quantum-software-engineering/225974,"About the SnTThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Interdisciplinary Centre for Security, Reliabili..."
